Image_Pair, Fifth_last,Third_last,Last
Tibia_Femur,0.973834216594696,0.9581777453422546,0.8900710344314575
Tibia_Background,0.5118023753166199,0.6336035132408142,0.7915131449699402
Femur_Background,0.9581777453422546,0.5893409848213196,0.7090871930122375
